21165.0	0.0	0
21175.0	0.0	0
21185.0	0.0	0
21195.0	0.0	0
21205.0	0.0	0
21215.0	0.0	0
21225.0	0.0	0
21235.0	0.0	0
21245.0	0.0	0
21255.0	0.0	0
21265.0	0.0	0
21275.0	0.0	0
21285.0	0.0	0
21295.0	0.0	0
21305.0	0.0	0
21315.0	0.0	0
21325.0	0.0	0
21335.0	0.0	0
21345.0	0.0	0
21355.0	0.0	0
21365.0	0.0	0
21375.0	0.0	0
21385.0	0.0	0
21395.0	0.0	0
21405.0	0.0	0
21415.0	0.0	0
21425.0	0.0	0
21435.0	0.0	0
21445.0	0.0	0
21455.0	0.0	0
21465.0	0.0	0
21475.0	0.0	0
21485.0	0.0	0
21495.0	0.0	0
21505.0	0.0	0
21515.0	0.0	0
21525.0	0.0	0
21535.0	0.0	0
21545.0	0.0	0
21555.0	0.0	0
21565.0	0.0	0
21575.0	0.0	0
21585.0	0.0	0
21595.0	0.0	0
21605.0	0.0	0
21615.0	0.0	0
21625.0	0.0	0
21635.0	0.0	0
21645.0	0.0	0
21655.0	0.0	0
21665.0	0.0	0
21675.0	0.0	0
21685.0	0.0	0
21695.0	0.0	0
21705.0	0.0	0
21715.0	0.0	0
21725.0	0.0	0
21735.0	0.0	0
21745.0	0.0	0
21755.0	0.0	0
21765.0	0.0	0
21775.0	0.0	0
21785.0	0.0	0
21795.0	0.0	0
21805.0	0.0	0
21815.0	0.0	0
21825.0	0.0	0
21835.0	0.0	0
21845.0	0.0	0
21855.0	0.0	0
21865.0	0.0	0
21875.0	0.0	0
21885.0	0.0	0
21895.0	0.0	0
21905.0	0.0	0
21915.0	0.0	0
21925.0	0.0	0
21935.0	0.0	0
21945.0	0.0	0
21955.0	0.0	0
21965.0	0.0	0
21975.0	0.0	0
21985.0	0.0	0
21995.0	0.0	0
22005.0	0.0	0
22015.0	0.0	0
22025.0	0.0	0
22035.0	0.0	0
22045.0	0.0	0
22055.0	0.0	0
22065.0	0.0	0
22075.0	0.0	0
22085.0	0.0	0
22095.0	0.0	0
22105.0	0.0	0
22115.0	0.0	0
22125.0	0.0	0
22135.0	0.0	0
22145.0	0.0	0
22155.0	0.0	0
22165.0	0.0	0
22175.0	0.0	0
22185.0	0.0	0
22195.0	0.0	0
22205.0	0.0	0
22215.0	0.0	0
22225.0	0.0	0
22235.0	0.0	0
22245.0	0.0	0
22255.0	0.0	0
22265.0	0.0	0
22275.0	0.0	0
22285.0	0.0	0
22295.0	0.0	0
22305.0	0.0	0
22315.0	0.0	0
22325.0	0.0	0
22335.0	0.0	0
22345.0	0.0	0
22355.0	0.0	0
22365.0	0.0	0
22375.0	0.0	0
22385.0	0.0	0
22395.0	0.0	0
22405.0	0.0	0
22415.0	0.0	0
22425.0	0.0	0
22435.0	0.0	0
22445.0	0.0	0
22455.0	0.0	0
22465.0	0.0	0
22475.0	0.0	0
22485.0	0.0	0
22495.0	0.0	0
22505.0	0.0	0
22515.0	0.0	0
22525.0	0.0	0
22535.0	0.0	0
22545.0	0.0	0
22555.0	0.0	0
22565.0	0.0	0
22575.0	0.0	0
22585.0	0.0	0
22595.0	0.0	0
22605.0	0.0	0
22615.0	0.0	0
22625.0	0.0	0
22635.0	0.0	0
22645.0	0.0	0
22655.0	0.0	0
22665.0	0.0	0
22675.0	0.0	0
22685.0	0.0	0
22695.0	0.0	0
22705.0	0.0	0
22715.0	0.0	0
22725.0	0.0	0
22735.0	0.0	0
22745.0	0.0	0
22755.0	0.0	0
22765.0	0.0	0
22775.0	0.0	0
22785.0	0.0	0
22795.0	0.0	0
22805.0	0.0	0
22815.0	0.0	0
22825.0	0.0	0
22835.0	0.0	0
22845.0	0.0	0
22855.0	0.0	0
22865.0	0.0	0
22875.0	0.0	0
22885.0	0.0	0
22895.0	0.0	0
22905.0	0.0	0
22915.0	0.0	0
22925.0	0.0	0
22935.0	0.0	0
22945.0	0.0	0
22955.0	0.0	0
22965.0	0.0	0
22975.0	0.0	0
22985.0	0.0	0
22995.0	0.0	0
23005.0	0.0	0
23015.0	0.0	0
23025.0	0.0	0
23035.0	0.0	0
23045.0	0.0	0
23055.0	0.0	0
23065.0	0.0	0
23075.0	0.0	0
23085.0	0.0	0
23095.0	0.0	0
23105.0	0.0	0
23115.0	0.0	0
23125.0	0.0	0
23135.0	0.0	0
23145.0	0.0	0
23155.0	0.0	0
23165.0	0.0	0
23175.0	0.0	0
23185.0	0.0	0
23195.0	0.0	0
23205.0	0.0	0
23215.0	0.0	0
23225.0	0.0	0
23235.0	0.0	0
23245.0	0.0	0
23255.0	0.0	0
23265.0	0.0	0
23275.0	0.0	0
23285.0	0.0	0
23295.0	0.0	0
23305.0	0.0	0
23315.0	0.0	0
23325.0	0.0	0
23335.0	0.0	0
23345.0	0.0	0
23355.0	0.0	0
23365.0	0.0	0
23375.0	0.0	0
23385.0	0.0	0
23395.0	0.0	0
23405.0	0.0	0
23415.0	0.0	0
23425.0	0.0	0
23435.0	0.0	0
23445.0	0.0	0
23455.0	0.0	0
23465.0	0.0	0
23475.0	0.0	0
23485.0	0.0	0
23495.0	0.0	0
23505.0	0.0	0
23515.0	0.0	0
23525.0	0.0	0
23535.0	0.0	0
23545.0	0.0	0
23555.0	0.0	0
23565.0	0.0	0
23575.0	0.0	0
23585.0	0.0	0
23595.0	0.0	0
23605.0	0.0	0
23615.0	0.0	0
23625.0	0.0	0
23635.0	0.0	0
23645.0	0.0	0
23655.0	0.0	0
23665.0	0.0	0
23675.0	0.0	0
23685.0	0.0	0
23695.0	0.0	0
23705.0	0.0	0
23715.0	0.0	0
23725.0	0.0	0
23735.0	0.0	0
23745.0	0.0	0
23755.0	0.0	0
23765.0	0.0	0
23775.0	0.0	0
23785.0	0.0	0
23795.0	0.0	0
23805.0	0.0	0
23815.0	0.0	0
23825.0	0.0	0
23835.0	0.0	0
23845.0	0.0	0
23855.0	0.0	0
23865.0	0.0	0
23875.0	0.0	0
23885.0	0.0	0
23895.0	0.0	0
23905.0	0.0	0
23915.0	0.0	0
23925.0	0.0	0
23935.0	0.0	0
23945.0	0.0	0
23955.0	0.0	0
23965.0	0.0	0
23975.0	0.0	0
23985.0	0.0	0
23995.0	0.0	0
24005.0	0.0	0
24015.0	0.0	0
24025.0	0.0	0
24035.0	0.0	0
24045.0	0.0	0
24055.0	0.0	0
24065.0	0.0	0
24075.0	0.0	0
24085.0	0.0	0
24095.0	0.0	0
24105.0	0.0	0
24115.0	0.0	0
24125.0	0.0	0
24135.0	0.0	0
24145.0	0.0	0
24155.0	0.0	0
24165.0	0.0	0
24175.0	0.0	0
24185.0	0.0	0
24195.0	0.0	0
24205.0	0.0	0
24215.0	0.0	0
24225.0	0.0	0
24235.0	0.0	0
24245.0	0.0	0
24255.0	0.0	0
24265.0	0.0	0
24275.0	0.0	0
24285.0	0.0	0
24295.0	0.0	0
24305.0	0.0	0
24315.0	0.0	0
24325.0	0.0	0
24335.0	0.0	0
24345.0	0.0	0
24355.0	0.0	0
24365.0	0.0	0
24375.0	0.0	0
24385.0	0.0	0
24395.0	0.0	0
24405.0	0.0	0
24415.0	0.0	0
24425.0	0.0	0
24435.0	0.0	0
24445.0	0.0	0
24455.0	0.0	0
24465.0	0.0	0
24475.0	0.0	0
24485.0	0.0	0
24495.0	0.0	0
24505.0	0.0	0
24515.0	0.0	0
24525.0	0.0	0
24535.0	0.0	0
24545.0	0.0	0
24555.0	0.0	0
24565.0	0.0	0
24575.0	0.0	0
24585.0	0.0	0
24595.0	0.0	0
24605.0	0.0	0
24615.0	0.0	0
24625.0	0.0	0
24635.0	0.0	0
24645.0	0.0	0
24655.0	0.0	0
24665.0	0.0	0
24675.0	0.0	0
24685.0	0.0	0
24695.0	0.0	0
24705.0	0.0	0
24715.0	0.0	0
24725.0	0.0	0
24735.0	0.0	0
24745.0	0.0	0
24755.0	0.0	0
24765.0	0.0	0
24775.0	0.0	0
24785.0	0.0	0
24795.0	0.0	0
24805.0	0.0	0
24815.0	0.0	0
24825.0	0.0	0
24835.0	0.0	0
24845.0	0.0	0
24855.0	0.0	0
24865.0	0.0	0
24875.0	0.0	0
24885.0	0.0	0
24895.0	0.0	0
24905.0	0.0	0
24915.0	0.0	0
24925.0	0.0	0
24935.0	0.0	0
24945.0	0.0	0
24955.0	0.0	0
24965.0	0.0	0
24975.0	0.0	0
24985.0	0.0	0
24995.0	0.0	0
25005.0	0.0	0
25015.0	0.0	0
25025.0	0.0	0
25035.0	0.0	0
25045.0	0.0	0
25055.0	0.0	0
25065.0	0.0	0
25075.0	0.0	0
25085.0	0.0	0
25095.0	0.0	0
25105.0	0.0	0
25115.0	0.0	0
25125.0	0.0	0
25135.0	0.0	0
25145.0	0.0	0
25155.0	0.0	0
25165.0	0.0	0
25175.0	0.0	0
25185.0	0.0	0
25195.0	0.0	0
25205.0	0.0	0
25215.0	0.0	0
25225.0	0.0	0
25235.0	0.0	0
25245.0	0.0	0
25255.0	0.0	0
25265.0	0.0	0
25275.0	0.0	0
25285.0	0.0	0
25295.0	0.0	0
25305.0	0.0	0
25315.0	0.0	0
25325.0	0.0	0
25335.0	0.0	0
25345.0	0.0	0
25355.0	0.0	0
25365.0	0.0	0
25375.0	0.0	0
25385.0	0.0	0
25395.0	0.0	0
25405.0	0.0	0
25415.0	0.0	0
25425.0	0.0	0
25435.0	0.0	0
25445.0	0.0	0
25455.0	0.0	0
25465.0	0.0	0
25475.0	0.0	0
25485.0	0.0	0
25495.0	0.0	0
25505.0	0.0	0
25515.0	0.0	0
25525.0	0.0	0
25535.0	0.0	0
25545.0	0.0	0
25555.0	0.0	0
25565.0	0.0	0
25575.0	0.0	0
25585.0	0.0	0
25595.0	0.0	0
25605.0	0.0	0
25615.0	0.0	0
25625.0	0.0	0
25635.0	0.0	0
25645.0	0.0	0
25655.0	0.0	0
25665.0	0.0	0
25675.0	0.0	0
25685.0	0.0	0
25695.0	0.0	0
25705.0	0.0	0
25715.0	0.0	0
25725.0	0.0	0
25735.0	0.0	0
25745.0	0.0	0
25755.0	0.0	0
25765.0	0.0	0
25775.0	0.0	0
25785.0	0.0	0
25795.0	0.0	0
25805.0	0.0	0
25815.0	0.0	0
25825.0	0.0	0
25835.0	0.0	0
25845.0	0.0	0
25855.0	0.0	0
25865.0	0.0	0
25875.0	0.0	0
25885.0	0.0	0
25895.0	0.0	0
25905.0	0.0	0
25915.0	0.0	0
25925.0	0.0	0
25935.0	0.0	0
25945.0	0.0	0
25955.0	0.0	0
25965.0	0.0	0
25975.0	0.0	0
25985.0	0.0	0
25995.0	0.0	0
26005.0	0.0	0
26015.0	0.0	0
26025.0	0.0	0
26035.0	0.0	0
26045.0	0.0	0
26055.0	0.0	0
26065.0	0.0	0
26075.0	0.0	0
26085.0	0.0	0
26095.0	0.0	0
26105.0	0.0	0
26115.0	0.0	0
26125.0	0.0	0
26135.0	0.0	0
26145.0	0.0	0
26155.0	0.0	0
26165.0	0.0	0
26175.0	0.0	0
26185.0	0.0	0
26195.0	0.0	0
26205.0	0.0	0
26215.0	0.0	0
26225.0	0.0	0
26235.0	0.0	0
26245.0	0.0	0
26255.0	0.0	0
26265.0	0.0	0
26275.0	0.0	0
26285.0	0.0	0
26295.0	0.0	0
26305.0	0.0	0
26315.0	0.0	0
26325.0	0.0	0
26335.0	0.0	0
26345.0	0.0	0
26355.0	0.0	0
26365.0	0.0	0
26375.0	0.0	0
26385.0	0.0	0
26395.0	0.0	0
26405.0	0.0	0
26415.0	0.0	0
26425.0	0.0	0
26435.0	0.0	0
26445.0	0.0	0
26455.0	0.0	0
26465.0	0.0	0
26475.0	0.0	0
26485.0	0.0	0
26495.0	0.0	0
26505.0	0.0	0
26515.0	0.0	0
26525.0	0.0	0
26535.0	0.0	0
26545.0	0.0	0
26555.0	0.0	0
26565.0	0.0	0
26575.0	0.0	0
26585.0	0.0	0
26595.0	0.0	0
26605.0	0.0	0
26615.0	0.0	0
26625.0	0.0	0
26635.0	0.0	0
26645.0	0.0	0
26655.0	0.0	0
26665.0	0.0	0
26675.0	0.0	0
26685.0	0.0	0
26695.0	0.0	0
26705.0	0.0	0
26715.0	0.0	0
26725.0	0.0	0
26735.0	0.0	0
26745.0	0.0	0
26755.0	0.0	0
26765.0	0.0	0
26775.0	0.0	0
26785.0	0.0	0
26795.0	0.0	0
26805.0	0.0	0
26815.0	0.0	0
26825.0	0.0	0
26835.0	0.0	0
26845.0	0.0	0
26855.0	0.0	0
26865.0	0.0	0
26875.0	0.0	0
26885.0	0.0	0
26895.0	0.0	0
26905.0	0.0	0
26915.0	0.0	0
26925.0	0.0	0
26935.0	0.0	0
26945.0	0.0	0
26955.0	0.0	0
26965.0	0.0	0
26975.0	0.0	0
26985.0	0.0	0
26995.0	0.0	0
27005.0	0.0	0
27015.0	0.0	0
27025.0	0.0	0
27035.0	0.0	0
27045.0	0.0	0
27055.0	0.0	0
27065.0	0.0	0
27075.0	0.0	0
27085.0	0.0	0
27095.0	0.0	0
27105.0	0.0	0
27115.0	0.0	0
27125.0	0.0	0
27135.0	0.0	0
27145.0	0.0	0
27155.0	0.0	0
27165.0	0.0	0
27175.0	0.0	0
27185.0	0.0	0
27195.0	0.0	0
27205.0	0.0	0
27215.0	0.0	0
27225.0	0.0	0
27235.0	0.0	0
27245.0	0.0	0
27255.0	0.0	0
27265.0	0.0	0
27275.0	0.0	0
27285.0	0.0	0
27295.0	0.0	0
27305.0	0.0	0
27315.0	0.0	0
27325.0	0.0	0
27335.0	0.0	0
27345.0	0.0	0
27355.0	0.0	0
27365.0	0.0	0
27375.0	0.0	0
27385.0	0.0	0
27395.0	0.0	0
27405.0	0.0	0
27415.0	0.0	0
27425.0	0.0	0
27435.0	0.0	0
27445.0	0.0	0
27455.0	0.0	0
27465.0	0.0	0
27475.0	0.0	0
27485.0	0.0	0
27495.0	0.0	0
27505.0	0.0	0
27515.0	0.0	0
27525.0	0.0	0
27535.0	0.0	0
27545.0	0.0	0
27555.0	0.0	0
27565.0	0.0	0
27575.0	0.0	0
27585.0	0.0	0
27595.0	0.0	0
27605.0	0.0	0
27615.0	0.0	0
27625.0	0.0	0
27635.0	0.0	0
27645.0	0.0	0
27655.0	0.0	0
27665.0	0.0	0
27675.0	0.0	0
27685.0	0.0	0
27695.0	0.0	0
27705.0	0.0	0
27715.0	0.0	0
27725.0	0.0	0
27735.0	0.0	0
27745.0	0.0	0
27755.0	0.0	0
27765.0	0.0	0
27775.0	0.0	0
27785.0	0.0	0
27795.0	0.0	0
27805.0	0.0	0
27815.0	0.0	0
27825.0	0.0	0
27835.0	0.0	0
27845.0	0.0	0
27855.0	0.0	0
27865.0	0.0	0
27875.0	0.0	0
27885.0	0.0	0
27895.0	0.0	0
27905.0	0.0	0
27915.0	0.0	0
27925.0	0.0	0
27935.0	0.0	0
27945.0	0.0	0
27955.0	0.0	0
27965.0	0.0	0
27975.0	0.0	0
27985.0	0.0	0
27995.0	0.0	0
28005.0	0.0	0
28015.0	0.0	0
28025.0	0.0	0
28035.0	0.0	0
28045.0	0.0	0
28055.0	0.0	0
28065.0	0.0	0
28075.0	0.0	0
28085.0	0.0	0
28095.0	0.0	0
28105.0	0.0	0
28115.0	0.0	0
28125.0	0.0	0
28135.0	0.0	0
28145.0	0.0	0
28155.0	0.0	0
28165.0	0.0	0
28175.0	0.0	0
28185.0	0.0	0
28195.0	0.0	0
28205.0	0.0	0
28215.0	0.0	0
28225.0	0.0	0
28235.0	0.0	0
28245.0	0.0	0
28255.0	0.0	0
28265.0	0.0	0
28275.0	0.0	0
28285.0	0.0	0
28295.0	0.0	0
28305.0	0.0	0
28315.0	0.0	0
28325.0	0.0	0
28335.0	0.0	0
28345.0	0.0	0
28355.0	0.0	0
28365.0	0.0	0
28375.0	0.0	0
28385.0	0.0	0
28395.0	0.0	0
28405.0	0.0	0
28415.0	0.0	0
28425.0	0.0	0
28435.0	0.0	0
28445.0	0.0	0
28455.0	0.0	0
28465.0	0.0	0
28475.0	0.0	0
28485.0	0.0	0
28495.0	0.0	0
28505.0	0.0	0
28515.0	0.0	0
28525.0	0.0	0
28535.0	0.0	0
28545.0	0.0	0
28555.0	0.0	0
28565.0	0.0	0
28575.0	0.0	0
28585.0	0.0	0
28595.0	0.0	0
28605.0	0.0	0
28615.0	0.0	0
28625.0	0.0	0
28635.0	0.0	0
28645.0	0.0	0
28655.0	0.0	0
28665.0	0.0	0
28675.0	0.0	0
28685.0	0.0	0
28695.0	0.0	0
28705.0	0.0	0
28715.0	0.0	0
28725.0	0.0	0
28735.0	0.0	0
28745.0	0.0	0
28755.0	0.0	0
28765.0	0.0	0
28775.0	0.0	0
28785.0	0.0	0
28795.0	0.0	0
28805.0	0.0	0
28815.0	0.0	0
28825.0	0.0	0
28835.0	0.0	0
28845.0	0.0	0
28855.0	0.0	0
28865.0	0.0	0
28875.0	0.0	0
28885.0	0.0	0
28895.0	0.0	0
28905.0	0.0	0
28915.0	0.0	0
28925.0	0.0	0
28935.0	0.0	0
28945.0	0.0	0
28955.0	0.0	0
28965.0	0.0	0
28975.0	0.0	0
28985.0	0.0	0
28995.0	0.0	0
29005.0	0.0	0
29015.0	0.0	0
29025.0	0.0	0
29035.0	0.0	0
29045.0	0.0	0
29055.0	0.0	0
29065.0	0.0	0
29075.0	0.0	0
29085.0	0.0	0
29095.0	0.0	0
29105.0	0.0	0
29115.0	0.0	0
29125.0	0.0	0
29135.0	0.0	0
29145.0	0.0	0
29155.0	0.0	0
29165.0	0.0	0
29175.0	0.0	0
29185.0	0.0	0
29195.0	0.0	0
29205.0	0.0	0
29215.0	0.0	0
29225.0	0.0	0
29235.0	0.0	0
29245.0	0.0	0
29255.0	0.0	0
29265.0	0.0	0
29275.0	0.0	0
29285.0	0.0	0
29295.0	0.0	0
29305.0	0.0	0
29315.0	0.0	0
29325.0	0.0	0
29335.0	0.0	0
29345.0	0.0	0
29355.0	0.0	0
29365.0	0.0	0
29375.0	0.0	0
29385.0	0.0	0
29395.0	0.0	0
29405.0	0.0	0
29415.0	0.0	0
29425.0	0.0	0
29435.0	0.0	0
29445.0	0.0	0
29455.0	0.0	0
29465.0	0.0	0
29475.0	0.0	0
29485.0	0.0	0
29495.0	0.0	0
29505.0	0.0	0
29515.0	0.0	0
29525.0	0.0	0
29535.0	0.0	0
29545.0	0.0	0
29555.0	0.0	0
29565.0	0.0	0
29575.0	0.0	0
29585.0	0.0	0
29595.0	0.0	0
29605.0	0.0	0
29615.0	0.0	0
29625.0	0.0	0
29635.0	0.0	0
29645.0	0.0	0
29655.0	0.0	0
29665.0	0.0	0
29675.0	0.0	0
29685.0	0.0	0
29695.0	0.0	0
29705.0	0.0	0
29715.0	0.0	0
29725.0	0.0	0
29735.0	0.0	0
29745.0	0.0	0
29755.0	0.0	0
29765.0	0.0	0
29775.0	0.0	0
29785.0	0.0	0
29795.0	0.0	0
29805.0	0.0	0
29815.0	0.0	0
29825.0	0.0	0
29835.0	0.0	0
29845.0	0.0	0
29855.0	0.0	0
29865.0	0.0	0
29875.0	0.0	0
29885.0	0.0	0
29895.0	0.0	0
29905.0	0.0	0
29915.0	0.0	0
29925.0	0.0	0
29935.0	0.0	0
29945.0	0.0	0
29955.0	0.0	0
29965.0	0.0	0
29975.0	0.0	0
29985.0	0.0	0
